,Title,Author names,ORCID,PubMed ID,PMC,DOI,Abstract,combined_DAS,all_urls
65,Systematic characterization of short intronic splicing-regulatory elements in ,"['Yuan Gao', 'Kuan-Ting Lin', 'Tao Jiang', 'Yang Yang', 'Mohammad\xa0A Rahman', 'Shuaishuai Gong', 'Jialin Bai', 'Li Wang', 'Junjie Sun', 'Lei Sheng', 'Adrian\xa0R Krainer', 'Yimin Hua']",[],35018432,['8789036'],['10.1093/nar/gkab1280'],"['Intronic splicing enhancers and silencers (ISEs and ISSs) are two groups of splicing-regulatory elements (SREs) that play critical roles in determining splice-site selection, particularly for alternatively spliced introns or exons. SREs are often short motifs; their mutation or dysregulation of their cognate proteins frequently causes aberrant splicing and results in disease. To date, however, knowledge about SRE sequences and how they regulate splicing remains limited. Here, using an ', ' minigene, we generated a complete pentamer-sequence library that comprises all possible combinations of 5 nucleotides in intron 7, at a fixed site downstream of the 5â€_ splice site. We systematically analyzed the effects of all 1023 mutant pentamers on exon 7 splicing, in comparison to the wild-type minigene, in HEK293 cells. Our data show that the majority of pentamers significantly affect exon 7 splicing: 584 of them are stimulatory and 230 are inhibitory. To identify actual SREs, we utilized a motif set enrichment analysis (MSEA), from which we identified groups of stimulatory and inhibitory SRE motifs. We experimentally validated several strong SREs in ', '/', ' and other minigene settings. Our results provide a valuable resource for understanding how short RNA sequences regulate splicing. Many novel SREs can be explored further to elucidate their mechanism of action.']",['All data generated or analyzed during this study are included in this published article and its supplementary information.'],[]
66,Phosphorylation of the smooth muscle master splicing regulator RBPMS regulates its splicing activity,"['Michael D Barnhart', 'Yi Yang', 'Erick E Nakagaki-Silva', 'Thomas H Hammond', 'Mariavittoria Pizzinga', 'Clare Gooding', 'Katherine Stott', 'Christopher W J Smith']","['https://orcid.org/0000-0002-4014-1188', 'https://orcid.org/0000-0002-2753-3398']",36408906,['9723635'],['10.1093/nar/gkac1048'],"['We previously identified RBPMS as a master regulator of alternative splicing in differentiated smooth muscle cells (SMCs). ', ' is transcriptionally downregulated during SMC dedifferentiation, but we hypothesized that RBPMS protein activity might be acutely downregulated by post-translational modifications. Publicly available phosphoproteomic datasets reveal that Thr113 and Thr118 immediately adjacent to the RRM domain are commonly both phosphorylated. An RBPMS T113/118 phosphomimetic T/E mutant showed decreased splicing regulatory activity both in transfected cells and in a cell-free ', ' assay, while a non-phosphorylatable T/A mutant retained full activity. Loss of splicing activity was associated with a modest reduction in RNA affinity but significantly reduced RNA binding in nuclear extract. A lower degree of oligomerization of the T/E mutant might cause lower avidity of multivalent RNA binding. However, NMR analysis also revealed that the T113/118E peptide acts as an RNA mimic which can loop back and antagonize RNA-binding by the RRM domain. Finally, we identified ERK2 as the most likely kinase responsible for phosphorylation at Thr113 and Thr118. Collectively, our data identify a potential mechanism for rapid modulation of the SMC splicing program in response to external signals during the vascular injury response and atherogenesis.', '\n', '\n']",['The residues phosphorylated on RBPMS-A WT and T/A were identified via LCâ€“MS/MS and mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium via the PRIDE (62) partner repository with the dataset identifier PXD034462. Residue assignments that were carried out following NMR were deposited in the Biological Magnetic Resonance Bank (BMRB) accession number 51654.'],[]
67,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2022 update","['Enis Afgan', 'Anton Nekrutenko', 'BjÃ_rn A GrÃ_ning', 'Daniel Blankenberg', 'Jeremy Goecks', 'Michael C Schatz', 'Alexander E Ostrovsky', 'Alexandru Mahmoud', 'Andrew J Lonie', 'Anna Syme', 'Anne Fouilloux', 'Anthony Bretaudeau', 'Anton Nekrutenko', 'Anup Kumar', 'Arthur C Eschenlauer', 'Assunta D DeSanto', 'Aysam Guerler', 'Beatriz Serrano-Solano', 'BÃ©rÃ©nice Batut', 'BjÃ¶rn A GrÃ_ning', 'Bradley W Langhorst', 'Bridget Carr', 'Bryan A Raubenolt', 'Cameron J Hyde', 'Catherine J Bromhead', 'Christopher B Barnett', 'Coline Royaux', 'CristÃ_bal Gallardo', 'Daniel Blankenberg', 'Daniel J Fornika', 'Dannon Baker', 'Dave Bouvier', 'Dave Clements', 'David A de Lima Morais', 'David Lopez Tabernero', 'Delphine Lariviere', 'Engy Nasr', 'Enis Afgan', 'Federico Zambelli', 'Florian Heyl', 'Fotis Psomopoulos', 'Frederik Coppens', 'Gareth R Price', 'Gianmauro Cuccuru', 'Gildas Le CorguillÃ©', 'Greg Von Kuster', 'Gulsum Gudukbay Akbulut', 'Helena Rasche', 'Hans-Rudolf Hotz', 'Ignacio Eguinoa', 'Igor Makunin', 'Isuru J Ranawaka', 'James P Taylor', 'Jayadev Joshi', 'Jennifer Hillman-Jackson', 'Jeremy Goecks', 'John M Chilton', 'Kaivan Kamali', 'Keith Suderman', 'Krzysztof Poterlowicz', 'Le Bras Yvan', 'Lucille Lopez-Delisle', 'Luke Sargent', 'Madeline E Bassetti', 'Marco Antonio Tangaro', 'Marius van den Beek', 'Martin ÄŒech', 'Matthias Bernt', 'Matthias Fahrner', 'Mehmet Tekman', 'Melanie C FÃ¶ll', 'Michael C Schatz', 'Michael R Crusoe', 'Miguel Roncoroni', 'Natalie Kucher', 'Nate Coraor', 'Nicholas Stoler', 'Nick Rhodes', 'Nicola Soranzo', 'Niko Pinter', 'Nuwan A Goonasekera', 'Pablo A Moreno', 'Pavankumar Videm', 'Petera Melanie', 'Pietro Mandreoli', 'Pratik D Jagtap', 'Qiang Gu', 'Ralf J M Weber', 'Ross Lazarus', 'Ruben H P Vorderman', 'Saskia Hiltemann', 'Sergey Golitsynskiy', 'Shilpa Garg', 'Simon A Bray', 'Simon L Gladman', 'Simone Leo', 'Subina P Mehta', 'Timothy J Griffin', 'Vahid Jalili', 'Vandenbrouck Yves', 'Victor Wen', 'Vijay K Nagampalli', 'Wendi A Bacon', 'Willem de Koning', 'Wolfgang Maier', 'Peter J Briggs']",[],35446428,['9252830'],['10.1093/nar/gkac247'],"['Galaxy is a mature, browser accessible workbench for scientific computing. It enables scientists to share, analyze and visualize their own data, with minimal technical impediments. A thriving global community continues to use, maintain and contribute to the project, with support from multiple national infrastructure providers that enable freely accessible analysis and training services. The Galaxy Training Network supports free, self-directed, virtual training with >230 integrated tutorials. Project engagement metrics have continued to grow over the last 2\xa0years, including source code contributions, publications, software packages wrapped as tools, registered users and their daily analysis jobs, and new independent specialized servers. Key Galaxy technical developments include an improved user interface for launching large-scale analyses with many files, interactive tools for exploratory data analysis, and a complete suite of machine learning tools. Important scientific developments enabled by Galaxy include Vertebrate Genome Project (VGP) assembly workflows and global SARS-CoV-2 collaborations.', '\n', '\n']",[],[]
68,Coexpression reveals conserved gene programs that co-vary with cell type across kingdoms,"['Megan Crow', 'Hamsini Suresh', 'John Lee', 'Jesse Gillis']","['https://orcid.org/0000-0002-1172-5897', 'https://orcid.org/0000-0002-0936-9774']",35451481,['9071420'],['10.1093/nar/gkac276'],"['What makes a mouse a mouse, and not a hamster? Differences in gene regulation between the two organisms play a critical role. Comparative analysis of gene coexpression networks provides a general framework for investigating the evolution of gene regulation across species. Here, we compare coexpression networks from 37 species and quantify the conservation of gene activity 1) as a function of evolutionary time, 2) across orthology prediction algorithms, and 3) with reference to cell- and tissue-specificity. We find that ancient genes are expressed in multiple cell types and have well conserved coexpression patterns, however they are expressed at different levels across cell types. Thus, differential regulation of ancient gene programs contributes to transcriptional cell identity. We propose that this differential regulation may play a role in cell diversification in both the animal and plant kingdoms.']","['Data and code to reproduce the coexpression conservation analysis are available through CoCoBLAST (https://gillisweb.cshl.edu/CoCoBLAST/, see Supplementary Note 2 for a guided tutorial).']",['https://gillisweb.cshl.edu/CoCoBLAST/']
69,Targeted ,"['Siran Li', 'Sarah Park', 'Catherine Ye', 'Cassidy Danyko', 'Matthew Wroten', 'Peter Andrews', 'Michael Wigler', 'Dan Levy']",['https://orcid.org/0000-0002-2144-5872'],35822882,['9561374'],['10.1093/nar/gkac592'],"['Short-read sequencers provide highly accurate reads at very low cost. Unfortunately, short reads are often inadequate for important applications such as assembly in complex regions or phasing across distant heterozygous sites. In this study, we describe novel bench protocols and algorithms to obtain haplotype-phased sequence assemblies with ultra-low error for regions 10 kb\xa0and longer using short reads only. We accomplish this by imprinting each template strand from a target region with a dense and unique mutation pattern. The mutation process randomly and independently converts âˆ_50% of cytosines to uracils. Sequencing libraries are made from both mutated and unmutated templates. Using de Bruijn graphs and paired-end read information, we assemble each mutated template and use the unmutated library to correct the mutated bases. Templates are partitioned into two or more haplotypes, and the final haplotypes are assembled and corrected for residual template mutations and PCR errors. With sufficient template coverage, the final assemblies have per-base error rates below 10', '. We demonstrate this method on a four-member nuclear family, correctly assembling and phasing three genomic intervals, including the highly polymorphic HLA-B gene.']","['Sequencing data is available in the European Genome-Phenome Archive (EGA) with Study ID: EGAS00001005899 and dataset ID: EGAD00001008444.', 'Source code is available at https://github.com/levycshl/museq/.']",['https://github.com/levycshl/museq/']
70,Accurate measurement of microsatellite length by disrupting its tandem repeat structure,"['Zihua Wang', 'Andrea B Moffitt', 'Peter Andrews', 'Michael Wigler', 'Dan Levy']",['https://orcid.org/0000-0001-5964-7851'],36095132,['9723644'],['10.1093/nar/gkac723'],"['Tandem repeats of simple sequence motifs, also known as microsatellites, are abundant in the genome. Because their repeat structure makes replication error-prone, variant microsatellite lengths are often generated during germline and other somatic expansions. As such, microsatellite length variations can serve as markers for cancer. However, accurate error-free measurement of microsatellite lengths is difficult with current methods precisely because of this high error rate during amplification. We have solved this problem by using partial mutagenesis to disrupt enough of the repeat structure of initial templates so that their sequence lengths replicate faithfully. In this work, we use bisulfite mutagenesis to convert a C to a U, later read as T. Compared to untreated templates, we achieve three orders of magnitude reduction in the error rate per round of replication. By requiring agreement from two independent first copies of an initial template, we reach error rates below one in a million. We apply this method to a thousand microsatellite loci from the human genome, revealing microsatellite length distributions not observable without mutagenesis.']","['Sequence data is available in the Sequence Read Archive, BioProject accession number PRJNA763883. Processed data tables for synthetic data (read, well-covered first copy, and template tables) are available in Zenodo, https://doi.org/10.5281/zenodo.5149074. See Supplement for panel-enriched processed data tables.']",['https://doi.org/10.5281/zenodo.5149074']
71,"Oral famotidine versus placebo in non-hospitalised patients with COVID-19: a randomised, double-blind, data-intense, phase 2 clinical trial","['Christina M Brennan', 'Sandeep Nadella', 'Xiang Zhao', 'Richard J Dima', 'Nicole Jordan-Martin', 'Breanna R Demestichas', 'Sam O Kleeman', 'Miriam Ferrer', 'Eva Carlotta von Gablenz', 'Nicholas Mourikis', 'Michael E Rubin', 'Harsha Adnani', 'Hassal Lee', 'Taehoon Ha', 'Soma Prum', 'Cheryl B Schleicher', 'Sharon S Fox', 'Michael G Ryan', 'Christina Pili', 'Gary Goldberg', 'James M Crawford', 'Sara Goodwin', 'Xiaoyue Zhang', 'Jonathan B Preall', 'Ana S H Costa', 'Joseph Conigliaro', 'Joseph R Masci', 'Jie Yang', 'David A Tuveson', 'Kevin J Tracey', 'Tobias Janowitz']","['http://orcid.org/0000-0002-4533-1140', 'http://orcid.org/0000-0002-8017-2712', 'http://orcid.org/0000-0002-7820-3727']",35144974,['8844971'],['10.1136/gutjnl-2022-326952'],[],['Data are available upon reasonable request. The gene list for assessing type-I interferon response is provided in Table S5.'],[]
72,Newly Discovered Alleles of the Tomato Antiflorigen Gene ,"['Min-Sung Kang', 'Yong Jun Kim', 'Jung Heo', 'Sujeevan Rajendran', 'Xingang Wang', 'Jong Hyang Bae', 'Zachary Lippman', 'Soon Ju Park']","['https://orcid.org/0000-0001-7167-0229', 'https://orcid.org/0000-0002-5381-1021', 'https://orcid.org/0000-0002-8525-5891']",35806155,['9266710'],['10.3390/ijms23137149'],"['In tomato cultivation, a rare natural mutation in the flowering repressor antiflorigen gene ', ' (', ') induces precocious shoot termination and is the foundation in determinate tomato breeding for open field production. Heterozygous ', ' (', ') mutants in the florigen ', ' gene in the background of ', ' provide a heterosis-like effect by delaying shoot termination, suggesting the subtle suppression of determinacy by genetic modification of the florigenâ€“antiflorigen balance could improve yield. Here, we isolated three new ', ' alleles from the tomato germplasm that show modified determinate growth compared to ', ' including one allele that mimics the effect of ', ' heterozygosity. Two deletion alleles eliminated functional transcripts and showed similar shoot termination, determinate growth, and yields as ', '. In contrast, amino acid substitution allele ', ' showed semi-determinate growth with more leaves and sympodial shoots on all shoots. This translated to greater yield compared to the other stronger alleles by up to 42%. Transcriptome profiling of axillary (sympodial) shoot meristems (SYM) from ', ' and wild type plants revealed six mis-regulated genes related to the floral transition, which were used as biomarkers to show that the maturation of SYMs in the weaker ', ' genotype is delayed compared to ', ' consistent with delayed shoot termination and semi-determinate growth. Assessing ', ' allele frequencies from over 500 accessions indicated that one of the strong ', ' alleles (', ') arose in early breeding cultivars but was not selected. The newly discovered ', ' alleles are potentially valuable resources to quantitatively manipulate shoot growth and yield in determinate breeding programs, with ', ' providing an opportunity to develop semi-determinate field varieties with higher yields.']",['Not applicable.'],[]
73,Role of a ZF-HD Transcription Factor in miR157-Mediated Feed-Forward Regulatory Module That Determines Plant Architecture in ,"['Young Koung Lee', 'Sunita Kumari', 'Andrew Olson', 'Felix Hauser', 'Doreen Ware']","['https://orcid.org/0000-0001-5822-3387', 'https://orcid.org/0000-0002-8125-3821']",35955798,['9369202'],['10.3390/ijms23158665'],"['In plants, vegetative and reproductive development are associated with agronomically important traits that contribute to grain yield and biomass. Zinc finger homeodomain (ZF-HD) transcription factors (TFs) constitute a relatively small gene family that has been studied in several model plants, including ', ' L. and ', ' L. The ZF-HD family members play important roles in plant growth and development, but their contribution to the regulation of plant architecture remains largely unknown due to their functional redundancy. To understand the gene regulatory network controlled by ZF-HD TFs, we analyzed multiple loss-of-function mutants of ZF-HD TFs in ', ' that exhibited morphological abnormalities in branching and flowering architecture. We found that ZF-HD TFs, especially HB34, negatively regulate the expression of miR157 and positively regulate SQUAMOSA PROMOTER BINDINGâ€“LIKE 10 (', '), a target of miR157. Genome-wide chromatin immunoprecipitation sequencing (ChIP-Seq) analysis revealed that ', ' and ', ' are direct targets of HB34, creating a feed-forward loop that constitutes a robust miRNA regulatory module. Network motif analysis contains overrepresented coherent type IV feedforward motifs in the amiR zf-HD and ', ' mutant background. This finding indicates that miRNA-mediated ZF-HD feedforward modules modify branching and inflorescence architecture in ', '. Taken together, these findings reveal a guiding role of ZF-HD TFs in the regulatory network module and demonstrate its role in plant architecture in ', '.']",['The data presented in this study are available in insert article or supplementary material here.'],[]
74,Split-GFP Reassembly Assay: Strengths and Caveats from a Multiparametric Analysis,"['Christophe Bignon', 'Antoine Gruet', 'Sonia Longhi']","['https://orcid.org/0000-0001-5000-7903', 'https://orcid.org/0000-0002-6829-6771']",36361946,['9658207'],['10.3390/ijms232113167'],"['The split-Green Fluorescent Protein (GFP) reassembly assay is a powerful approach to study proteinâ€“protein interactions (PPIs). In this assay, two proteins, respectively, fused to the first seven and the last four Î_-strands of GFP are co-expressed in ', ' where they can bind to each other, which reconstitutes the full-length GFP. Thus, the fluorescence of the bacteria co-expressing the two fusion proteins accounts for the interaction of the two proteins of interest. The first split-GFP reassembly assay was devised in the early 2000s in Reganâ€™s lab. During the last ten years, we have been extensively using this assay to study the interactions of an intrinsically disordered protein (IDP) with two globular partners. Over that period, in addition to accumulating molecular information on the specific interactions under study, we progressively modified the original technique and tested various parameters. In those previous studies, however, we focused on the mechanistic insights provided by the approach, rather than on the method itself. Since methodological aspects deserve attention and the best bipartite reporter to study PPIs involving IDPs remains to be identified, we herein focus on technical aspects. To this end, we first revisit our previous modifications of the original method and then investigate the impact of a panel of additional parameters. The present study unveiled a few critical parameters that deserve consideration to avoid pitfalls and obtain reliable results.']",['The data present in the current study are available from the corresponding authors on reasonable request.'],[]
75,Disulfiram inhibits neutrophil extracellular trap formation and protects rodents from acute lung injury and SARS-CoV-2 infection,"['Jose M. Adrover', 'Lucia Carrau', 'Juliane DaÃŸler-Plenker', 'Yaron Bram', 'Vasuretha Chandar', 'Sean Houghton', 'David Redmond', 'Joseph R. Merrill', 'Margaret Shevik', 'Benjamin R. tenOever', 'Scott K. Lyons', 'Robert E. Schwartz', 'Mikala Egeblad']","['http://orcid.org/0000-0002-1395-5477', 'http://orcid.org/0000-0003-0260-2841', 'http://orcid.org/0000-0002-1782-102X', 'http://orcid.org/0000-0001-6385-006X', 'http://orcid.org/0000-0002-0983-8606', 'http://orcid.org/0000-0003-3680-1988', 'http://orcid.org/0000-0003-0324-3078', 'http://orcid.org/0000-0003-0139-6054', 'http://orcid.org/0000-0002-5417-5995', 'http://orcid.org/0000-0002-3371-1445']",35133984,['8983145'],['10.1172/jci.insight.157342'],"['Severe acute lung injury has few treatment options and a high mortality rate. Upon injury, neutrophils infiltrate the lungs and form neutrophil extracellular traps (NETs), damaging the lungs and driving an exacerbated immune response. Unfortunately, no drug preventing NET formation has completed clinical development. Here, we report that disulfiram â€” an FDA-approved drug for alcohol use disorder â€” dramatically reduced NETs, increased survival, improved blood oxygenation, and reduced lung edema in a transfusion-related acute lung injury (TRALI) mouse model. We then tested whether disulfiram could confer protection in the context of SARS-CoV-2 infection, as NETs are elevated in patients with severe COVID-19. In SARS-CoV-2â€“infected golden hamsters, disulfiram reduced NETs and perivascular fibrosis in the lungs, and it downregulated innate immune and complement/coagulation pathways, suggesting that it could be beneficial for patients with COVID-19. In conclusion, an existing FDA-approved drug can block NET formation and improve disease course in 2 rodent models of lung injury for which treatment options are limited.', '\n', '\n']",[],[]
76,PTP1B inhibitors protect against acute lung injury and regulate CXCR4 signaling in neutrophils,"['Dongyan Song', 'Jose M. Adrover', 'Christy Felice', 'Lisa N. Christensen', 'Xue-Yan He', 'Joseph R. Merrill', 'John E. Wilkinson', 'Tobias Janowitz', 'Scott K. Lyons', 'Mikala Egeblad', 'Nicholas K. Tonks']","['http://orcid.org/0000-0001-5076-4840', 'http://orcid.org/0000-0002-1395-5477', 'http://orcid.org/0000-0001-5423-5997', 'http://orcid.org/0000-0003-3680-1988', 'http://orcid.org/0000-0002-7820-3727', 'http://orcid.org/0000-0003-0139-6054', 'http://orcid.org/0000-0002-3371-1445']",35866483,['9431713'],['10.1172/jci.insight.158199'],"['Acute lung injury (ALI) can cause acute respiratory distress syndrome (ARDS), a lethal condition with limited treatment options and currently a common global cause of death due to COVID-19. ARDS secondary to transfusion-related ALI (TRALI) has been recapitulated preclinically by antiâ€“MHC-I antibody administration to LPS-primed mice. In this model, we demonstrate that inhibitors of PTP1B, a protein tyrosine phosphatase that regulates signaling pathways of fundamental importance to homeostasis and inflammation, prevented lung injury and increased survival. Treatment with PTP1B inhibitors attenuated the aberrant neutrophil function that drives ALI and was associated with release of myeloperoxidase, suppression of neutrophil extracellular trap (NET) formation, and inhibition of neutrophil migration. Mechanistically, reduced signaling through the CXCR4 chemokine receptor, particularly to the activation of PI3KÎ_/AKT/mTOR, was essential for these effects, linking PTP1B inhibition to promoting an aged-neutrophil phenotype. Considering that dysregulated activation of neutrophils has been implicated in sepsis and causes collateral tissue damage, we demonstrate that PTP1B inhibitors improved survival and ameliorated lung injury in an LPS-induced sepsis model and improved survival in the cecal ligation and punctureâ€“induced (CLP-induced) sepsis model. Our data highlight the potential for PTP1B inhibition to prevent ALI and ARDS from multiple etiologies.', '\n', '\n']",[],[]
77,TCR signal strength defines distinct mechanisms of T cell dysfunction and cancer evasion,"['Mojdeh Shakiba', 'Paul Zumbo', 'Gabriel Espinosa-Carrasco', 'Laura Menocal', 'Friederike DÃ_ndar', 'Sandra E. Carson', 'Emmanuel M. Bruno', 'Francisco J. Sanchez-Rivera', 'Scott W. Lowe', 'Steven Camara', 'Richard P. Koche', 'Vincent P. Reuter', 'Nicholas D. Socci', 'Benjamin Whitlock', 'Fella Tamzalit', 'Morgan Huse', 'Matthew D. Hellmann', 'Daniel K. Wells', 'Nadine A. Defranoux', 'Doron Betel', 'Mary Philip', 'Andrea Schietinger']","['https://orcid.org/0000-0002-2683-7023', 'https://orcid.org/0000-0001-7234-2024', 'https://orcid.org/0000-0001-7699-6797', 'https://orcid.org/0000-0002-2070-0106', 'https://orcid.org/0000-0002-2301-112X', 'https://orcid.org/0000-0002-7716-9627', 'https://orcid.org/0000-0003-2885-1133', 'https://orcid.org/0000-0002-8466-8563', 'https://orcid.org/0000-0002-5284-9650', 'https://orcid.org/0000-0002-6820-5083', 'https://orcid.org/0000-0002-7967-976X', 'https://orcid.org/0000-0002-8254-6925', 'https://orcid.org/0000-0002-8594-9535', 'https://orcid.org/0000-0001-8155-1098', 'https://orcid.org/0000-0001-9941-7719', 'https://orcid.org/0000-0002-2670-9777', 'https://orcid.org/0000-0003-2463-3139', 'https://orcid.org/0000-0002-6825-5531', 'https://orcid.org/0000-0002-8006-7752', 'https://orcid.org/0000-0001-7496-2630', 'https://orcid.org/0000-0003-3644-1687']",34935874,['8704919'],['10.1084/jem.20201966'],"['TCR signal strength determines T cell differentiation and function in tumors, with high-signal-strength interactions resulting in dysfunction and low-signal-strength interactions resulting in functional inertness. Fine-tuning TCR signal strength to an intermediate range improves anti-tumor activity in vivo.', 'T cell receptor (TCR) signal strength is a key determinant of T cell responses. We developed a cancer mouse model in which tumor-specific CD8 T cells (TST cells) encounter tumor antigens with varying TCR signal strength. High-signal-strength interactions caused TST cells to up-regulate inhibitory receptors (IRs), lose effector function, and establish a dysfunction-associated molecular program. TST cells undergoing low-signal-strength interactions also up-regulated IRs, including PD1, but retained a cell-intrinsic functional state. Surprisingly, neither high- nor low-signal-strength interactions led to tumor control in vivo, revealing two distinct mechanisms by which PD1', ' TST cells permit tumor escape; high signal strength drives dysfunction, while low signal strength results in functional inertness, where the signal strength is too low to mediate effective cancer cell killing by functional TST cells. CRISPR-Cas9â€“mediated fine-tuning of signal strength to an intermediate range improved anti-tumor activity in vivo. Our study defines the role of TCR signal strength in TST cell function, with important implications for T cellâ€“based cancer immunotherapies.']","['The RNA-seq and ATAC-seq data have been deposited in the Gene Expression Omnibus, SuperSeries GSE141818, including GSE141816 (ATAC-seq data) and GSE141817 (RNA-seq data). All data generated and supporting the findings of the study are available within the paper. Additional information and materials will be made available upon request.']","['GSE141818', 'GSE141816', 'GSE141817']"
78,Neutrophil phenotypes and functions in cancer: A consensus statement,"['Daniela F. Quail', 'Borko Amulic', 'Monowar Aziz', 'Betsy J. Barnes', 'Evgeniy Eruslanov', 'Zvi G. Fridlender', 'Helen S. Goodridge', 'Zvi Granot', 'AndrÃ©s Hidalgo', 'Anna Huttenlocher', 'Mariana J. Kaplan', 'Ilaria Malanchi', 'Taha Merghoub', 'Etienne Meylan', 'Vivek Mittal', 'Mikael J. Pittet', 'Andrea Rubio-Ponce', 'Irina A. Udalova', 'Timo K. van den Berg', 'Denisa D. Wagner', 'Ping Wang', 'Arturo Zychlinsky', 'Karin E. de Visser', 'Mikala Egeblad', 'Paul Kubes']","['https://orcid.org/0000-0002-6969-3250', 'https://orcid.org/0000-0002-8518-8393', 'https://orcid.org/0000-0002-8195-4505', 'https://orcid.org/0000-0001-6766-4352', 'https://orcid.org/0000-0003-0743-5026', 'https://orcid.org/0000-0002-6122-1988', 'https://orcid.org/0000-0001-8097-2413', 'https://orcid.org/0000-0001-9692-5785', 'https://orcid.org/0000-0001-5513-555X', 'https://orcid.org/0000-0001-7940-6254', 'https://orcid.org/0000-0003-2968-0815', 'https://orcid.org/0000-0003-4867-3311', 'https://orcid.org/0000-0002-1518-5111', 'https://orcid.org/0000-0002-0899-2230', 'https://orcid.org/0000-0002-4764-7413', 'https://orcid.org/0000-0002-2060-4691', 'https://orcid.org/0000-0002-4275-8835', 'https://orcid.org/0000-0002-6716-2528', 'https://orcid.org/0000-0002-2052-3904', 'https://orcid.org/0000-0002-4494-413X', 'https://orcid.org/0000-0002-1557-0394', 'https://orcid.org/0000-0001-6018-193X', 'https://orcid.org/0000-0002-0293-868X', 'https://orcid.org/0000-0002-3371-1445', 'https://orcid.org/0000-0002-2835-4244']",35522219,['9086501'],['10.1084/jem.20220011'],"['There is a growing appreciation for the vastness of neutrophil functional states in cancer. Quail et al. provide a consensus statement on mechanisms governing neutrophil heterogeneity in the context of malignancy and discuss controversies and solutions in neutrophil research.', 'Neutrophils are the first responders to infection and inflammation and are thus a critical component of innate immune defense. Understanding the behavior of neutrophils as they act within various inflammatory contexts has provided insights into their role in sterile and infectious diseases; however, the field of neutrophils in cancer is comparatively young. Here, we summarize key concepts and current knowledge gaps related to the diverse roles of neutrophils throughout cancer progression. We discuss sources of neutrophil heterogeneity in cancer and provide recommendations on nomenclature for neutrophil states that are distinct in maturation and activation. We address discrepancies in the literature that highlight a need for technical standards that ought to be considered between laboratories. Finally, we review emerging questions in neutrophil biology and innate immunity in cancer. Overall, we emphasize that neutrophils are a more diverse population than previously appreciated and that their role in cancer may present novel unexplored opportunities to treat cancer.']",[],[]
79,Interrupting the nitrosative stress fuels tumor-specific cytotoxic T lymphocytes in pancreatic cancer,"['Francesco De Sanctis', 'Alessia Lamolinara', 'Federico Boschi', 'Chiara Musiu', 'Simone Caligola', 'Rosalinda Trovato', 'Alessandra Fiore', 'Cristina Frusteri', 'Cristina Anselmi', 'Ornella Poffe', 'Tiziana Cestari', 'Stefania CanÃ¨', 'Silvia Sartoris', 'Rosalba Giugno', 'Giulia Del Rosario', 'Barbara Zappacosta', 'Francesco Del Pizzo', 'Matteo Fassan', 'Erica Dugnani', 'Lorenzo Piemonti', 'Emanuela Bottani', 'Ilaria Decimo', 'Salvatore Paiella', 'Roberto Salvia', 'Rita Teresa Lawlor', 'Vincenzo Corbo', 'Youngkyu Park', 'David A Tuveson', 'Claudio Bassi', 'Aldo Scarpa', 'Manuela Iezzi', 'Stefano Ugel', 'Vincenzo Bronte']","['http://orcid.org/0000-0003-1647-5708', 'http://orcid.org/0000-0002-3741-5141']",35022194,['8756272'],['10.1136/jitc-2021-003549'],[],"['Sequencing data are available in a public, open access repository. Single-cell RNA-sequencing analysis of tumor-infiltrating leukocytes isolated from or AT38-treated or untreated pancreatic tumor-bearing mice have been deposited at NCBIâ€™s Gene Expression Omnibus and are accessible under GEO Series accession number GSE179273.']",[]
80,Trafficking and localization of ,"['Munenori Kitagawa', 'Xiaosa Xu', 'David Jackson']","['https://orcid.org/0000-0002-2766-3889', 'https://orcid.org/0000-0002-3452-6751', 'https://orcid.org/0000-0002-4269-7649']",35832536,['9272838'],['10.1080/19420889.2022.2095125'],"['Multicellular organisms use transcripts and proteins as signaling molecules for cell-to-cell communication. Maize KNOTTED1 (KN1) was the first homeodomain transcription factor identified in plants, and functions in maintaining shoot stem cells. KN1 acts non-cell autonomously, and both its messenger RNA (mRNA) and protein traffic between cells through intercellular nanochannels called plasmodesmata. KN1 protein and mRNA trafficking are regulated by a chaperonin subunit and a catalytic subunit of the RNA exosome, respectively. These studies suggest that the function of KN1 in stem cell regulation requires the cell-to-cell transport of both its protein and mRNA. However, ', ' hybridization experiments published 25\xa0years ago suggested that ', ' mRNA was missing from the epidermal (L1) layer of shoot meristems, suggesting that only the KN1 protein could traffic. Here, we show evidence that ', ' mRNA is present at a low level in L1 cells of maize meristems, supporting an idea that both KN1 protein and mRNA traffic to the L1 layer. We also summarize mRNA expression patterns of KN1 homologs in diverse angiosperm species, and discuss KN1 trafficking mechanisms.']",[],[]
81,Branching out underground: brassinosteroid signaling promotes lateral root development in rice,['Amy Lanctot'],['https://orcid.org/0000-0003-1283-8866'],35212723,['9157082'],['10.1093/plphys/kiac080'],[],[],[]
82,The time is ripe for eQTLs: Transcriptomic identification of a tomato fruit ripening regulator,['Amy Lanctot'],['https://orcid.org/0000-0003-1283-8866'],35703978,['9434301'],['10.1093/plphys/kiac287'],[],[],[]
